book_id,isbn,authors,year,title,average_rating,ratings_count,image_url
4890,310240018,joni eareckson tada joe musser,1976,joni an unforgettable story,4.23,20191,https://images.gr-assets.com/books/1360187347m/124524.jpg
4891,786932171,margaret weis tracy hickman,1986,war of the twins dragonlance legends 2,4.11,21559,https://images.gr-assets.com/books/1390667903m/93768.jpg
4892,031603617X,james patterson,2010,cross fire alex cross 17,4.04,20407,https://images.gr-assets.com/books/1287719974m/7856305.jpg
4893,142000159,ross king,2000,brunelleschis dome how a renaissance genius reinvented architecture,3.84,17931,https://images.gr-assets.com/books/1309288056m/148821.jpg
4894,1577312295,shakti gawain,1978,creative visualization use the power of your imagination to create what you want in your life,4.13,17811,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4895,60584025,janet evanovich,2004,metro girl alex barnaby 1,3.6,27115,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4897,312360819,darynda jones,2011,second grave on the left charley davidson 2,4.29,30926,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4898,155652532X,anya seton philippa gregory,1954,katherine,4.18,22577,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4899,141020520,marina lewycka,2005,a short history of tractors in ukrainian,3.37,18204,https://images.gr-assets.com/books/1327935785m/828387.jpg
4900,62225464,kimberly mccreight,2015,where they found her,3.83,19429,https://images.gr-assets.com/books/1406044898m/22693182.jpg
4901,553590162,kelley armstrong,2004,industrial magic women of the otherworld 4,4.12,27521,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4904,034547581X,harold g moore joseph l galloway,1991,we were soldiers once and young ia drang  the battle that changed the war in vietnam,4.29,18688,https://images.gr-assets.com/books/1328912889m/42512.jpg
4905,451215710,ken follett,2004,whiteout,3.54,18791,https://images.gr-assets.com/books/1309209422m/92367.jpg
4906,345349571,barbara w tuchman,1978,a distant mirror  the calamitous 14th century,4.11,21776,https://images.gr-assets.com/books/1403200553m/568236.jpg
4907,142407577,mike lupica,2006,heat,3.97,16579,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4908,60554738,neil strauss,2005,the game penetrating the secret society of pickup artists,3.73,16698,https://images.gr-assets.com/books/1410129471m/900.jpg
4909,330348779,sue grafton,1998,n is for noose kinsey millhone 14,3.97,24658,https://images.gr-assets.com/books/1356443226m/64864.jpg
4910,749941995,julia quinn,2011,just like heaven smythesmith quartet 1,3.93,14300,https://images.gr-assets.com/books/1327270567m/8476248.jpg
4911,1423119509,rick riordan tk,2009,percy jackson and the olympians boxed set percy jackson and the olympians 15,4.57,19555,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4912,525952764,lisa gardner,2012,catch me detective dd warren 6,4.17,21486,https://images.gr-assets.com/books/1325628802m/11720382.jpg
4913,778321606,debbie macomber,2003,the shop on blossom street blossom street 1,4.04,22861,https://images.gr-assets.com/books/1459531418m/233044.jpg
4914,1560768800,ra salvatore,1992,starless night forgotten realms legacy of the drow 2 legend of drizzt 8,4.12,18305,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4915,446616621,nelson demille,2004,night fall john corey 3,4.07,18761,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4916,316000957,darren shan,2001,trials of death cirque du freak 5,4.25,22157,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4917,446539813,eric van lustbader robert ludlum,2010,the bourne objective jason bourne 8,4.07,16294,https://images.gr-assets.com/books/1344269869m/7144426.jpg
4919,310247535,karen kingsbury,2005,even now lost love 1,4.26,18120,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4920,316059862,anita shreve,2008,testimony,3.54,21977,https://images.gr-assets.com/books/1328975356m/3121162.jpg
4921,1937007588,ilona andrews,2013,magic rises kate daniels 6,4.49,29556,https://images.gr-assets.com/books/1359571572m/11544421.jpg
4922,345524616,ben aaronovitch,2012,whispers under ground peter grant 3,4.16,15946,https://images.gr-assets.com/books/1341006340m/9970042.jpg
4923,031621129X,james patterson maxine paetro,2014,unlucky 13 womens murder club 13,3.94,16005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4924,446604089,sidney sheldon,1997,the best laid plans,3.66,17173,https://images.gr-assets.com/books/1353374848m/99610.jpg
4925,61433012,terry pratchett,2008,nation,4.05,22466,https://images.gr-assets.com/books/1426659151m/2855034.jpg
4926,61259349,lisa kleypas,2004,secrets of a summer night wallflowers 1,4.05,33026,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4927,1595540342,ted dekker,2004,red the heroic rescue the circle 2,4.3,19896,https://images.gr-assets.com/books/1380858319m/456028.jpg
4928,312655452,louise penny,2011,a trick of the light chief inspector armand gamache 7,4.29,20932,https://images.gr-assets.com/books/1327900478m/10680329.jpg
4931,345329457,hp lovecraft,1931,at the mountains of madness and other tales of terror,4.25,19586,https://images.gr-assets.com/books/1226634493m/32769.jpg
4932,60596988,mary karr,2008,lit,3.88,17964,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4934,399252649,kathryn erskine,2010,mockingbird,4.18,21138,https://images.gr-assets.com/books/1301271068m/6596547.jpg
4937,808553038,zilpha keatley snyder,1967,the egypt game game 1,3.81,26657,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4938,375703055,kaye gibbons,1987,ellen foster,3.75,23327,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4939,805210555,franz kafka nahum n glatzer john updike willa muir edwin muir tania stern james stern ernst kaiser eithne wilkins,1946,the complete stories,4.34,18314,https://images.gr-assets.com/books/1223588017m/22904.jpg
4940,156924264X,isa chandra moskowitz terry hope romero,2007,veganomicon the ultimate vegan cookbook,3.98,19359,https://images.gr-assets.com/books/1328751476m/1059680.jpg
4941,786933887,margaret weis tracy hickman,1986,test of the twins dragonlance legends 3,4.16,21047,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4942,374530637,flannery oconnor,1952,wise blood,3.88,18053,https://images.gr-assets.com/books/1389629799m/48467.jpg
4944,345379624,terry brooks,1997,running with the demon word  void 1,3.95,21209,https://images.gr-assets.com/books/1451687782m/187124.jpg
4945,1557488150,charles m sheldon,1896,in his steps,4.15,18254,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4946,1439136823,kresley cole,2012,lothaire immortals after dark 12,4.43,30304,https://images.gr-assets.com/books/1366322959m/10790516.jpg
4947,1423102991,mo willems,2007,knuffle bunny too a case of mistaken identity knuffle bunny 2,4.28,23396,https://images.gr-assets.com/books/1327894604m/515905.jpg
4948,446195979,david baldacci,2008,the whole truth a shaw 1,4.0,19171,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4949,61628018,elissa wall lisa pulitzer,2008,stolen innocence my story of growing up in a polygamous sect becoming a teenage bride and breaking free of warren jeffs,3.89,19468,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4950,039925692X,ruta sepetys,2013,out of the easy,4.05,25913,https://images.gr-assets.com/books/1339784547m/11178225.jpg
4951,1401216226,ed brubaker doug mahnke patrick zircher aaron sowd steve bird,2005,batman the man who laughs,4.09,16933,https://images.gr-assets.com/books/1486038991m/2182780.jpg
4952,60744510,erin hunter,2005,midnight warriors the new prophecy 1,4.26,24650,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4953,62273205,ben horowitz,2014,the hard thing about hard things building a business when there are no easy answers,4.2,19492,https://images.gr-assets.com/books/1386609333m/18176747.jpg
4955,345348664,stephen r donaldson,1977,the illearth war the chronicles of thomas covenant the unbeliever 2,3.99,20039,https://images.gr-assets.com/books/1387037078m/228990.jpg
4956,340936150,russell brand,2007,my booky wook,3.42,16553,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4957,425259862,nora roberts,2014,shadow spell the cousins odwyer trilogy 2,4.0,17155,https://images.gr-assets.com/books/1458263039m/18527947.jpg
4958,1592406521,simon garfield,2010,just my type a book about fonts,3.79,22046,https://images.gr-assets.com/books/1327886002m/10909804.jpg
4959,399155481,jd robb,2009,promises in death in death 28,4.4,24115,https://images.gr-assets.com/books/1417318467m/3492020.jpg
4960,876853629,charles bukowski,1977,love is a dog from hell,4.16,19471,https://images.gr-assets.com/books/1377260823m/23534.jpg
4961,316229296,nk jemisin,2015,the fifth season the broken earth 1,4.31,20185,https://images.gr-assets.com/books/1386803701m/19161852.jpg
4962,1846247195,rd ronald,2012,the zombie room,3.61,14302,https://images.gr-assets.com/books/1348552492m/13568322.jpg
4963,552150215,john katzenbach,2002,the analyst,4.12,11685,https://images.gr-assets.com/books/1280112638m/67931.jpg
4964,670019631,jasper fforde,2009,shades of grey,4.14,22788,https://images.gr-assets.com/books/1327563734m/2113260.jpg
4965,140389660,se hinton,1971,that was then this is now,3.89,22946,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4966,307582396,trenton lee stewart del roy,2009,the mysterious benedict society and the prisoners dilemma the mysterious benedict society 3,4.28,23448,https://images.gr-assets.com/books/1320473034m/6164358.jpg
4967,61579033,kevin    wilson,2011,the family fang,3.6,18214,https://images.gr-assets.com/books/1444101399m/10149142.jpg
4968,60744871,chris gardner,2006,the pursuit of happyness,4.17,18492,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4970,385342322,alan bradley,2011,a red herring without mustard flavia de luce 3,4.07,26160,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4971,684804484,doris kearns goodwin,1994,no ordinary time franklin and eleanor roosevelt the home front in world war ii,4.2,26004,https://images.gr-assets.com/books/1423756471m/18728.jpg
4972,375701907,richard russo,1997,straight man,4.02,19358,https://images.gr-assets.com/books/1430659357m/414298.jpg
4973,375701966,walker percy,1961,the moviegoer,3.7,18655,https://images.gr-assets.com/books/1437668043m/10739.jpg
4974,413774031,anton chekhov tom    murphy,1904,the cherry orchard,3.68,18914,https://images.gr-assets.com/books/1464433142m/87346.jpg
4975,545052394,wendy mass,2009,11 birthdays willow falls 1,4.18,22339,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4976,026110215X,jrr tolkien christopher tolkien,1980,unfinished tales of numenor and middleearth,3.93,18402,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4977,385521227,ann brashares,2011,sisterhood everlasting sisterhood 5,3.9,25849,https://images.gr-assets.com/books/1327878529m/9461872.jpg
4978,451452011,grant naylor,1989,infinity welcomes careful drivers red dwarf 1,4.03,19773,https://images.gr-assets.com/books/1403947775m/349090.jpg
4979,60735430,christopher moore,1994,coyote blue,3.75,19901,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4981,160096527X,gk chesterton,1908,orthodoxy,4.23,18303,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4982,60542098,jane oconnor robin preiss glasser,2005,fancy nancy,4.15,21619,https://images.gr-assets.com/books/1376473636m/426625.jpg
4983,99478420,graham greene,1948,the heart of the matter,3.98,19149,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4984,141971189X,jeff kinney,2014,the long haul diary of a wimpy kid 9,4.33,21822,https://images.gr-assets.com/books/1408500992m/21535019.jpg
4985,152046917,patricia c wrede peter de seve,1985,talking to dragons enchanted forest chronicles 4,4.19,27948,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4986,316018708,james patterson howard roughan,2008,sail,3.8,20932,https://images.gr-assets.com/books/1344264435m/2029176.jpg
4987,1408859645,neil gaiman chris riddell,2014,the sleeper and the spindle,3.9,20889,https://images.gr-assets.com/books/1412343723m/23301545.jpg
4988,045141991X,susan meissner,2014,a fall of marigolds,4.04,17015,https://images.gr-assets.com/books/1385964725m/18114142.jpg
4989,452281431,an roquelaure anne rice,1984,beautys punishment sleeping beauty 2,3.62,20867,https://images.gr-assets.com/books/1426861477m/18750.jpg
4990,1414310560,dee henderson,2000,the negotiator omalley 1,4.32,20278,https://images.gr-assets.com/books/1406508359m/285011.jpg
4991,143417231,ravinder singh,2011,can love happen twice,3.31,15668,https://images.gr-assets.com/books/1321016822m/13041934.jpg
4992,60548924,gregory maguire douglas smith,2008,a lion among men the wicked years 3,3.29,21794,https://images.gr-assets.com/books/1370992593m/3124249.jpg
4993,380720868,raymond e feist,1994,shadow of a dark queen the serpentwar saga 1,4.02,20847,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4994,802136680,tobias wolff,1989,this boys life,3.98,19981,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4995,312382855,jonathan maberry,2009,patient zero joe ledger 1,3.98,19852,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4996,679728899,willa cather,1927,death comes for the archbishop,3.88,21343,https://images.gr-assets.com/books/1436632846m/545951.jpg
4997,1841497967,patricia briggs,2012,fair game alpha  omega 3,4.34,28322,https://images.gr-assets.com/books/1327472384m/7942786.jpg
4998,1423194551,rick riordan,2013,the son of sobek percy jackson  kane chronicles crossover 1,4.26,21691,https://images.gr-assets.com/books/1367948073m/17312201.jpg
4999,1854596373,moliere martin sorrell,1664,tartuffe,3.66,21061,https://images.gr-assets.com/books/1319501006m/52823.jpg
5000,446401056,larissa ione,2009,passion unleashed demonica 3,4.32,28493,https://images.gr-assets.com/books/1344267582m/4701550.jpg
5001,1421514818,kazune kawahara,2004,high school debut vol 01 high school debut 1,4.11,21210,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5003,030711838X,mercer mayer,1975,just for you little critter,4.25,22965,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5004,60002492,james rollins,2002,amazonia,4.11,20410,https://images.gr-assets.com/books/1440044334m/294047.jpg
5005,380810336,david d burns,1980,feeling good the new mood therapy,3.95,17065,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5006,515141399,nora roberts,2005,blue smoke,3.97,24366,https://images.gr-assets.com/books/1309286007m/114184.jpg
5007,425210278,patricia cornwell,2005,predator kay scarpetta 14,3.67,21668,https://images.gr-assets.com/books/1310552145m/6528.jpg
5008,894864025,melody beattie,1986,codependent no more how to stop controlling others and start caring for yourself,4.13,18340,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5009,1933480092,ivan goncharov stephen pearl galya diment,1859,oblomov,4.0,18458,https://images.gr-assets.com/books/1456384296m/254308.jpg
5010,743426800,clive cussler,1994,inca gold dirk pitt 12,3.96,20297,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5011,1400069629,ruth reichl,2014,delicious,3.75,17657,https://images.gr-assets.com/books/1404478598m/18167006.jpg
5012,446504122,po bronson ashley merryman,2008,nurtureshock new thinking about children,4.04,17310,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5013,044657967X,nelson demille,2006,wild fire john corey 4,3.99,18529,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5014,743497295,mary higgins clark,2006,two little girls in blue,3.85,20727,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5015,055327211X,raymond e feist janny wurts,1987,daughter of the empire the empire trilogy 1,4.24,24055,https://images.gr-assets.com/books/1404668411m/589979.jpg
5016,689872372,neal shusterman,2006,everlost skinjacker 1,3.94,24506,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5017,1439136807,kresley cole,2011,dreams of a dark warrior immortals after dark 11,4.39,28315,https://images.gr-assets.com/books/1285724086m/8534799.jpg
5018,142428698,john grisham richard thomas,2010,theodore boone kid lawyer theodore boone 1,3.72,19284,https://images.gr-assets.com/books/1275094812m/7824997.jpg
5019,224063979,chris ware,2000,jimmy corrigan the smartest kid on earth,4.1,17128,https://images.gr-assets.com/books/1327962921m/34072.jpg
5020,142300705,richard peck,2000,a year down yonder a long way from chicago 2,4.1,23310,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5023,1594487588,ann brashares,2010,my name is memory,3.7,23498,https://images.gr-assets.com/books/1307512606m/7135858.jpg
5024,679744479,jeanette winterson,1992,written on the body,4.08,18203,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5025,1450595987,colleen houck,2011,tigers voyage the tiger saga 3,4.35,24495,https://images.gr-assets.com/books/1320459742m/7849341.jpg
5026,7203116,dean koontz,2009,dead and alive dean koontzs frankenstein 3,4.01,18310,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5027,60894083,matt ridley,1999,genome the autobiography of a species in 23 chapters,4.02,17684,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5028,671449028,sandra boynton,1982,the goingtobed book,4.22,21078,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5029,64473627,louise rennison,2001,knocked out by my nunganungas confessions of georgia nicolson 3,3.97,24077,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5030,842332294,tim lahaye jerry b jenkins,2001,desecration left behind 9,4.0,19562,https://images.gr-assets.com/books/1406505722m/27526.jpg
5031,1594204993,phil klay,2014,redeployment,3.98,15597,https://images.gr-assets.com/books/1417987993m/18114068.jpg
5032,385733976,libba bray,2009,going bovine,3.65,26259,https://images.gr-assets.com/books/1320391025m/6512140.jpg
5033,752861743,james m cain,1934,the postman always rings twice,3.81,19416,https://images.gr-assets.com/books/1344265267m/25807.jpg
5034,385736843,carrie ryan,2010,the deadtossed waves the forest of hands and teeth 2,3.91,26347,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5035,965925072,robert kurson,2004,shadow divers,4.26,16917,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5036,385907508,clare vanderpool,2010,moon over manifest,4.02,23298,https://images.gr-assets.com/books/1320541883m/8293938.jpg
5037,375758771,amitav ghosh,2000,the glass palace,3.94,16535,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5038,1595144358,jessica anthony rodrigo corral,2012,chopsticks,3.72,18375,https://images.gr-assets.com/books/1364073067m/10710392.jpg
5039,125001011X,lisa scottoline,2015,every fifteen minutes,3.72,16765,https://images.gr-assets.com/books/1428638866m/21853628.jpg
5040,385741391,james dashner,2013,the eye of minds the mortality doctrine 1,3.85,22637,https://images.gr-assets.com/books/1358659346m/16279856.jpg
5041,1579126936,agatha christie,1957,450 from paddington miss marple 8,3.92,23416,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5042,749934123,jd robb,1997,ceremony in death in death 5,4.26,25093,https://images.gr-assets.com/books/1376018955m/74036.jpg
5043,345807154,jo nesbo don bartlett,1998,cockroaches harry hole 2,3.71,14717,https://images.gr-assets.com/books/1418343189m/18373214.jpg
5044,425212033,charlaine harris,2006,grave surprise harper connelly 2,3.88,27905,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5045,60535032,isabel allende margaret sayers peden,2002,city of the beasts eagle and jaguar 1,3.69,15497,https://images.gr-assets.com/books/1331488122m/3304.jpg
5047,345460014,china mieville,2002,the scar baslag 2,4.15,20745,https://images.gr-assets.com/books/1320435192m/68497.jpg
5048,60751649,meg cabot,2003,haunted the mediator 5,4.15,29460,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5049,689860064,anne mccaffrey,1979,dragondrums harper hall 3,4.04,25473,https://images.gr-assets.com/books/1410942131m/28553.jpg
5050,446574465,rachel simon,2011,the story of beautiful girl,3.92,19655,https://images.gr-assets.com/books/1336851169m/9545064.jpg
5051,140280553,dava sobel,1999,galileos daughter a historical memoir of science faith and love,3.74,21260,https://images.gr-assets.com/books/1414607526m/18646.jpg
5052,553241605,leon uris,1961,mila 18,4.27,19323,https://images.gr-assets.com/books/1359742799m/42692.jpg
5053,545176867,allen say,2011,drawing from memory,3.81,21137,https://images.gr-assets.com/books/1328837508m/11391817.jpg
5054,071956896X,amitav ghosh,2008,sea of poppies ibis trilogy 1,3.93,15499,https://images.gr-assets.com/books/1327376395m/1330324.jpg
5055,553290991,isaac asimov robert silverberg,1970,nightfall,4.01,21683,https://images.gr-assets.com/books/1368557860m/99245.jpg
5056,152018484,melinda long david shannon,2003,how i became a pirate,4.07,21554,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5057,61129763,edward abbey,1975,the monkey wrench gang monkey wrench gang 1,4.08,15513,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5058,1400063841,john irving,2009,last night in twisted river,3.74,18441,https://images.gr-assets.com/books/1399850194m/6323821.jpg
5059,006204964X,rob bell,2011,love wins a book about heaven hell and the fate of every person who ever lived,3.54,17668,https://images.gr-assets.com/books/1327878550m/10115852.jpg
5060,451233182,rachel caine,2011,bite club the morganville vampires 10,4.23,25064,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5061,312933541,jeffrey archer,1985,a matter of honor,3.9,16502,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5062,743482883,linda howard,2000,mr perfect,4.07,24753,https://images.gr-assets.com/books/1327960914m/469901.jpg
5065,055380555X,linwood barclay,2007,no time for goodbye no time for goodbye 1,4.0,17413,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5066,60730269,katherine hannigan,2004,ida b   and her plans to maximize fun avoid disaster and possibly save the world,3.86,20551,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5067,7273746,robin hobb,2009,the dragon keeper rain wild chronicles 1,3.93,19620,https://images.gr-assets.com/books/1330079386m/4703450.jpg
5068,195007778,aldo leopold,1949,a sand county almanac and sketches here and there,4.24,16792,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5070,1932100660,t colin campbell thomas m campbell ii,2001,the china study the most comprehensive study of nutrition ever conducted and the startling implications for diet weight loss and longterm health,4.21,16485,https://images.gr-assets.com/books/1376474019m/178788.jpg
5071,333710932,julia donaldson axel scheffler,1999,the gruffalo,4.47,19609,https://images.gr-assets.com/books/1329674496m/1013383.jpg
5072,345455290,douglas adams,2002,the salmon of doubt dirk gently 3,3.92,20177,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5073,1857987632,arthur c clarke,1956,the city and the stars,4.08,19032,https://images.gr-assets.com/books/1340242824m/250024.jpg
5075,316737372,cressida cowell,2003,how to train your dragon how to train your dragon 1,3.85,23042,https://images.gr-assets.com/books/1431930187m/352262.jpg
5076,034911188X,david foster wallace,1999,brief interviews with hideous men,3.88,15555,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5077,1416516727,mary higgins clark,1992,all around the town,3.94,20029,https://images.gr-assets.com/books/1355139896m/170619.jpg
5078,61767581,lauren conrad,2009,la candy la candy 1,3.36,21910,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5079,1440154236,kiera cass,2009,the siren,3.78,21740,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5080,340686030,greg iles,1999,the quiet game,4.17,16853,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5081,679764410,joseph j ellis,1996,american sphinx the character of thomas jefferson,3.9,17375,https://images.gr-assets.com/books/1403187214m/22680.jpg
5082,307948684,jo nesbo don bartlett,2008,headhunters,3.78,16509,https://images.gr-assets.com/books/1320551831m/11777020.jpg
5083,399153357,daniel silva,2006,the messenger gabriel allon 6,4.18,16974,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5084,141023422,paul bowles,1949,the sheltering sky,3.92,16494,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5085,1406331163,patrick ness,2015,the rest of us just live here,3.76,23412,https://images.gr-assets.com/books/1429800081m/22910900.jpg
5086,345495357,alison weir,2008,the lady elizabeth,3.97,20345,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5087,1455503258,lily koppel,2013,the astronaut wives club,3.26,17837,https://images.gr-assets.com/books/1352436564m/16131193.jpg
5088,375757910,gk chesterton jonathan lethem,1908,the man who was thursday a nightmare,3.85,17481,https://images.gr-assets.com/books/1403181403m/184419.jpg
5089,006008460X,frank b gilbreth jr ernestine gilbreth carey,1948,cheaper by the dozen,3.99,26266,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5090,446581194,douglas preston mario spezi,2008,the monster of florence,3.72,21548,https://images.gr-assets.com/books/1306075698m/2198274.jpg
5091,031605755X,daniel woodrell,2006,winters bone,3.92,18306,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5092,553816322,laurell k hamilton,2004,seduced by moonlight merry gentry 3,4.05,26388,https://images.gr-assets.com/books/1500145890m/30243.jpg
5093,60888644,bernard cornwell,2007,sword song the saxon stories 4,4.28,17106,https://images.gr-assets.com/books/1407111536m/1297150.jpg
5094,61251348,jessica seinfeld,2007,deceptively delicious simple secrets to get your kids eating good food,3.39,17837,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5095,316780375,anita shreve,1997,the weight of water,3.62,21394,https://images.gr-assets.com/books/1327936566m/228534.jpg
5096,1301786454,katie ashley,2013,music of the heart runaway train 1,4.0,32013,https://images.gr-assets.com/books/1458915186m/16062210.jpg
5097,451203771,maeve binchy,2000,scarlet feather,3.93,20948,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5098,988489112,aleatha romig,2012,truth consequences 2,4.38,25472,https://images.gr-assets.com/books/1398768721m/16070018.jpg
5099,60507772,terry pratchett paul kidby,2001,the last hero discworld 27 rincewind 7,4.15,22537,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
